index,rm_id,window_length,end_month,end_day_of_year,po_in_window,hist_rec_30d,hist_po_30d,target
56,342,58,2,58,0.0,0.0,0.0,0
57,342,59,2,59,0.0,0.0,0.0,0
58,342,60,3,60,0.0,0.0,0.0,0
59,342,61,3,61,0.0,0.0,0.0,0
60,342,62,3,62,0.0,0.0,0.0,0
61,342,63,3,63,0.0,0.0,0.0,0
62,342,64,3,64,0.0,0.0,0.0,0
63,342,65,3,65,0.0,0.0,0.0,0
64,342,66,3,66,0.0,0.0,0.0,0
65,342,67,3,67,0.0,0.0,0.0,0
66,342,68,3,68,0.0,0.0,0.0,0
67,342,69,3,69,0.0,0.0,0.0,0
68,342,70,3,70,0.0,0.0,0.0,0
69,342,71,3,71,0.0,0.0,0.0,0
70,342,72,3,72,0.0,0.0,0.0,0
71,342,73,3,73,0.0,0.0,0.0,0
72,342,74,3,74,0.0,0.0,0.0,0
73,342,75,3,75,0.0,0.0,0.0,0
74,342,76,3,76,0.0,0.0,0.0,0
75,342,77,3,77,0.0,0.0,0.0,0
76,342,78,3,78,0.0,0.0,0.0,0
77,342,79,3,79,0.0,0.0,0.0,0
78,342,80,3,80,0.0,0.0,0.0,0
79,342,81,3,81,0.0,0.0,0.0,0
80,342,82,3,82,0.0,0.0,0.0,0
81,342,83,3,83,0.0,0.0,0.0,0
82,342,84,3,84,0.0,0.0,0.0,0
83,342,85,3,85,0.0,0.0,0.0,0
84,342,86,3,86,0.0,0.0,0.0,0
85,342,87,3,87,0.0,0.0,0.0,0
86,342,88,3,88,0.0,0.0,0.0,0
87,342,89,3,89,0.0,0.0,0.0,0
88,342,90,3,90,0.0,0.0,0.0,0
89,342,91,4,91,0.0,0.0,0.0,0
90,342,92,4,92,0.0,0.0,0.0,0
91,342,93,4,93,0.0,0.0,0.0,0
92,342,94,4,94,0.0,0.0,0.0,0
93,342,95,4,95,0.0,0.0,0.0,0
94,342,96,4,96,0.0,0.0,0.0,0
95,342,97,4,97,0.0,0.0,0.0,0
96,342,98,4,98,0.0,0.0,0.0,0
97,342,99,4,99,0.0,0.0,0.0,0
98,342,100,4,100,0.0,0.0,0.0,0
99,342,101,4,101,0.0,0.0,0.0,0
100,342,102,4,102,0.0,0.0,0.0,0
101,342,103,4,103,0.0,0.0,0.0,0
102,342,104,4,104,0.0,0.0,0.0,0
103,342,105,4,105,0.0,0.0,0.0,0
104,342,106,4,106,0.0,0.0,0.0,0
105,342,107,4,107,0.0,0.0,0.0,0
106,342,108,4,108,0.0,0.0,0.0,0
107,342,109,4,109,0.0,0.0,0.0,0
108,342,110,4,110,0.0,0.0,0.0,0
109,342,111,4,111,0.0,0.0,0.0,0
110,342,112,4,112,0.0,0.0,0.0,0
111,342,113,4,113,0.0,0.0,0.0,0
112,342,114,4,114,0.0,0.0,0.0,0
113,342,115,4,115,0.0,0.0,0.0,0
114,342,116,4,116,0.0,0.0,0.0,0
115,342,117,4,117,0.0,0.0,0.0,0
116,342,118,4,118,0.0,0.0,0.0,0
117,342,119,4,119,0.0,0.0,0.0,0
118,342,120,4,120,0.0,0.0,0.0,0
119,342,121,5,121,0.0,0.0,0.0,0
120,342,122,5,122,0.0,0.0,0.0,0
121,342,123,5,123,0.0,0.0,0.0,0
122,342,124,5,124,0.0,0.0,0.0,0
123,342,125,5,125,0.0,0.0,0.0,0
124,342,126,5,126,0.0,0.0,0.0,0
125,342,127,5,127,0.0,0.0,0.0,0
126,342,128,5,128,0.0,0.0,0.0,0
127,342,129,5,129,0.0,0.0,0.0,0
128,342,130,5,130,0.0,0.0,0.0,0
129,342,131,5,131,0.0,0.0,0.0,0
130,342,132,5,132,0.0,0.0,0.0,0
131,342,133,5,133,0.0,0.0,0.0,0
132,342,134,5,134,0.0,0.0,0.0,0
133,342,135,5,135,0.0,0.0,0.0,0
134,342,136,5,136,0.0,0.0,0.0,0
135,342,137,5,137,0.0,0.0,0.0,0
136,342,138,5,138,0.0,0.0,0.0,0
137,342,139,5,139,0.0,0.0,0.0,0
138,342,140,5,140,0.0,0.0,0.0,0
139,342,141,5,141,0.0,0.0,0.0,0
140,342,142,5,142,0.0,0.0,0.0,0
141,342,143,5,143,0.0,0.0,0.0,0
142,342,144,5,144,0.0,0.0,0.0,0
143,342,145,5,145,0.0,0.0,0.0,0
144,342,146,5,146,0.0,0.0,0.0,0
145,342,147,5,147,0.0,0.0,0.0,0
146,342,148,5,148,0.0,0.0,0.0,0
147,342,149,5,149,0.0,0.0,0.0,0
148,342,150,5,150,0.0,0.0,0.0,0
149,342,151,5,151,0.0,0.0,0.0,0
150,342,152,6,152,0.0,0.0,0.0,0
151,342,2,1,2,0.0,0.0,0.0,0
152,342,3,1,3,0.0,0.0,0.0,0
153,342,4,1,4,0.0,0.0,0.0,0
154,342,5,1,5,0.0,0.0,0.0,0
155,342,6,1,6,0.0,0.0,0.0,0
156,342,7,1,7,0.0,0.0,0.0,0
157,342,8,1,8,0.0,0.0,0.0,0
158,342,9,1,9,0.0,0.0,0.0,0
159,342,10,1,10,0.0,0.0,0.0,0
160,342,11,1,11,0.0,0.0,0.0,0
161,342,12,1,12,0.0,0.0,0.0,0
162,342,13,1,13,0.0,0.0,0.0,0
163,342,14,1,14,0.0,0.0,0.0,0
164,342,15,1,15,0.0,0.0,0.0,0
165,342,16,1,16,0.0,0.0,0.0,0
166,342,17,1,17,0.0,0.0,0.0,0
167,342,18,1,18,0.0,0.0,0.0,0
168,342,19,1,19,0.0,0.0,0.0,0
169,342,20,1,20,0.0,0.0,0.0,0
170,342,21,1,21,0.0,0.0,0.0,0
171,342,22,1,22,0.0,0.0,0.0,0
172,342,23,1,23,0.0,0.0,0.0,0
173,342,24,1,24,0.0,0.0,0.0,0
174,342,25,1,25,0.0,0.0,0.0,0
175,342,26,1,26,0.0,0.0,0.0,0
176,342,27,1,27,0.0,0.0,0.0,0
177,342,28,1,28,0.0,0.0,0.0,0
178,342,29,1,29,0.0,0.0,0.0,0
179,342,30,1,30,0.0,0.0,0.0,0
180,342,31,1,31,0.0,0.0,0.0,0
181,342,32,2,32,0.0,0.0,0.0,0
182,342,33,2,33,0.0,0.0,0.0,0
183,342,34,2,34,0.0,0.0,0.0,0
184,342,35,2,35,0.0,0.0,0.0,0
185,342,36,2,36,0.0,0.0,0.0,0
186,342,37,2,37,0.0,0.0,0.0,0
187,342,38,2,38,0.0,0.0,0.0,0
188,342,39,2,39,0.0,0.0,0.0,0
189,342,40,2,40,0.0,0.0,0.0,0
190,342,41,2,41,0.0,0.0,0.0,0
191,342,42,2,42,0.0,0.0,0.0,0
192,342,43,2,43,0.0,0.0,0.0,0
193,342,44,2,44,0.0,0.0,0.0,0
194,342,45,2,45,0.0,0.0,0.0,0
195,342,46,2,46,0.0,0.0,0.0,0
196,342,47,2,47,0.0,0.0,0.0,0
197,342,48,2,48,0.0,0.0,0.0,0
198,342,49,2,49,0.0,0.0,0.0,0
199,342,50,2,50,0.0,0.0,0.0,0
200,342,51,2,51,0.0,0.0,0.0,0
201,342,52,2,52,0.0,0.0,0.0,0
202,342,53,2,53,0.0,0.0,0.0,0
203,342,54,2,54,0.0,0.0,0.0,0
204,342,55,2,55,0.0,0.0,0.0,0
205,342,56,2,56,0.0,0.0,0.0,0
206,342,57,2,57,0.0,0.0,0.0,0
207,342,58,2,58,0.0,0.0,0.0,0
208,342,59,2,59,0.0,0.0,0.0,0
209,342,60,3,60,0.0,0.0,0.0,0
210,342,61,3,61,0.0,0.0,0.0,0
211,342,62,3,62,0.0,0.0,0.0,0
212,342,63,3,63,0.0,0.0,0.0,0
213,342,64,3,64,0.0,0.0,0.0,0
214,342,65,3,65,0.0,0.0,0.0,0
215,342,66,3,66,0.0,0.0,0.0,0
216,342,67,3,67,0.0,0.0,0.0,0
217,342,68,3,68,0.0,0.0,0.0,0
218,342,69,3,69,0.0,0.0,0.0,0
219,342,70,3,70,0.0,0.0,0.0,0
220,342,71,3,71,0.0,0.0,0.0,0
221,342,72,3,72,0.0,0.0,0.0,0
222,342,73,3,73,0.0,0.0,0.0,0
223,342,74,3,74,0.0,0.0,0.0,0
224,342,75,3,75,0.0,0.0,0.0,0
225,342,76,3,76,0.0,0.0,0.0,0
226,342,77,3,77,0.0,0.0,0.0,0
227,342,78,3,78,0.0,0.0,0.0,0
228,342,79,3,79,0.0,0.0,0.0,0
229,342,80,3,80,0.0,0.0,0.0,0
230,342,81,3,81,0.0,0.0,0.0,0
231,342,82,3,82,0.0,0.0,0.0,0
232,342,83,3,83,0.0,0.0,0.0,0
233,342,84,3,84,0.0,0.0,0.0,0
234,342,85,3,85,0.0,0.0,0.0,0
235,342,86,3,86,0.0,0.0,0.0,0
236,342,87,3,87,0.0,0.0,0.0,0
237,342,88,3,88,0.0,0.0,0.0,0
238,342,89,3,89,10000.0,0.0,0.0,0
239,342,90,3,90,10000.0,0.0,0.0,0
240,342,91,4,91,10000.0,0.0,0.0,0
241,342,92,4,92,10000.0,0.0,0.0,0
242,342,93,4,93,10000.0,0.0,0.0,0
243,342,94,4,94,10000.0,0.0,0.0,0
244,342,95,4,95,10000.0,0.0,0.0,0
245,342,96,4,96,10000.0,0.0,0.0,0
246,342,97,4,97,10000.0,0.0,0.0,0
247,342,98,4,98,10000.0,0.0,0.0,0
248,342,99,4,99,10000.0,0.0,0.0,0
249,342,100,4,100,10000.0,0.0,0.0,0
250,342,101,4,101,10000.0,0.0,0.0,0
251,342,102,4,102,10000.0,0.0,0.0,0
252,342,103,4,103,10000.0,0.0,0.0,0
253,342,104,4,104,10000.0,0.0,0.0,0
254,342,105,4,105,10000.0,0.0,0.0,0
255,342,106,4,106,10000.0,0.0,0.0,0
256,342,107,4,107,10000.0,0.0,0.0,0
257,342,108,4,108,10000.0,0.0,0.0,0
258,342,109,4,109,10000.0,0.0,0.0,0
259,342,110,4,110,10000.0,0.0,0.0,0
260,342,111,4,111,10000.0,0.0,0.0,0
261,342,112,4,112,10000.0,0.0,0.0,0
262,342,113,4,113,10000.0,0.0,0.0,0
263,342,114,4,114,10000.0,0.0,0.0,0
264,342,115,4,115,10000.0,0.0,0.0,0
265,342,116,4,116,10000.0,0.0,0.0,0
266,342,117,4,117,10000.0,0.0,0.0,0
267,342,118,4,118,10000.0,0.0,0.0,0
268,342,119,4,119,10000.0,0.0,0.0,0
269,342,120,4,120,10000.0,0.0,0.0,0
270,342,121,5,121,10000.0,0.0,0.0,0
271,342,122,5,122,10000.0,0.0,0.0,0
272,342,123,5,123,10000.0,0.0,0.0,0
273,342,124,5,124,10000.0,0.0,0.0,0
274,342,125,5,125,10000.0,0.0,0.0,0
275,342,126,5,126,10000.0,0.0,0.0,0
276,342,127,5,127,10000.0,0.0,0.0,0
277,342,128,5,128,10000.0,0.0,0.0,0
278,342,129,5,129,10000.0,0.0,0.0,0
279,342,130,5,130,10000.0,0.0,0.0,0
280,342,131,5,131,10000.0,0.0,0.0,0
281,342,132,5,132,10000.0,0.0,0.0,0
282,342,133,5,133,10000.0,0.0,0.0,0
283,342,134,5,134,10000.0,0.0,0.0,0
284,342,135,5,135,10000.0,0.0,0.0,0
285,342,136,5,136,10000.0,0.0,0.0,0
286,342,137,5,137,10000.0,0.0,0.0,0
287,342,138,5,138,10000.0,0.0,0.0,0
288,342,139,5,139,10000.0,0.0,0.0,0
289,342,140,5,140,10000.0,0.0,0.0,0
290,342,141,5,141,10000.0,0.0,0.0,0
291,342,142,5,142,10000.0,0.0,0.0,0
292,342,143,5,143,10000.0,0.0,0.0,0
293,342,144,5,144,10000.0,0.0,0.0,0
294,342,145,5,145,10000.0,0.0,0.0,0
295,342,146,5,146,10000.0,0.0,0.0,0
296,342,147,5,147,10000.0,0.0,0.0,0
297,342,148,5,148,10000.0,0.0,0.0,0
298,342,149,5,149,10000.0,0.0,0.0,0
299,342,150,5,150,10000.0,0.0,0.0,0
300,342,151,5,151,10000.0,0.0,0.0,0
301,342,152,6,152,10000.0,0.0,0.0,0
302,342,2,1,2,0.0,0.0,0.0,0
303,342,3,1,3,0.0,0.0,0.0,0
304,342,4,1,4,0.0,0.0,0.0,0
305,342,5,1,5,0.0,0.0,0.0,0
306,342,6,1,6,0.0,0.0,0.0,0
307,342,7,1,7,0.0,0.0,0.0,0
308,342,8,1,8,0.0,0.0,0.0,0
309,342,9,1,9,0.0,0.0,0.0,0
310,342,10,1,10,0.0,0.0,0.0,0
311,342,11,1,11,0.0,0.0,0.0,0
312,342,12,1,12,0.0,0.0,0.0,0
313,342,13,1,13,0.0,0.0,0.0,0
314,342,14,1,14,0.0,0.0,0.0,0
315,342,15,1,15,0.0,0.0,0.0,0
316,342,16,1,16,0.0,0.0,0.0,0
317,342,17,1,17,0.0,0.0,0.0,0
318,342,18,1,18,0.0,0.0,0.0,0
319,342,19,1,19,0.0,0.0,0.0,0
320,342,20,1,20,0.0,0.0,0.0,0
321,342,21,1,21,0.0,0.0,0.0,0
322,342,22,1,22,0.0,0.0,0.0,0
323,342,23,1,23,0.0,0.0,0.0,0
324,342,24,1,24,0.0,0.0,0.0,0
325,342,25,1,25,0.0,0.0,0.0,0
326,342,26,1,26,0.0,0.0,0.0,0
327,342,27,1,27,0.0,0.0,0.0,0
328,342,28,1,28,0.0,0.0,0.0,0
329,342,29,1,29,0.0,0.0,0.0,0
330,342,30,1,30,0.0,0.0,0.0,0
331,342,31,1,31,0.0,0.0,0.0,0
332,342,32,2,32,0.0,0.0,0.0,0
333,342,33,2,33,0.0,0.0,0.0,0
334,342,34,2,34,0.0,0.0,0.0,0
335,342,35,2,35,0.0,0.0,0.0,0
336,342,36,2,36,0.0,0.0,0.0,0
337,342,37,2,37,0.0,0.0,0.0,0
338,342,38,2,38,0.0,0.0,0.0,0
339,342,39,2,39,0.0,0.0,0.0,0
340,342,40,2,40,0.0,0.0,0.0,0
341,342,41,2,41,0.0,0.0,0.0,0
342,342,42,2,42,0.0,0.0,0.0,0
343,342,43,2,43,0.0,0.0,0.0,0
344,342,44,2,44,0.0,0.0,0.0,0
345,342,45,2,45,0.0,0.0,0.0,0
346,342,46,2,46,0.0,0.0,0.0,0
347,342,47,2,47,0.0,0.0,0.0,0
348,342,48,2,48,0.0,0.0,0.0,0
349,342,49,2,49,0.0,0.0,0.0,0
350,342,50,2,50,0.0,0.0,0.0,0
351,342,51,2,51,0.0,0.0,0.0,0
352,342,52,2,52,0.0,0.0,0.0,0
353,342,53,2,53,0.0,0.0,0.0,0
354,342,54,2,54,0.0,0.0,0.0,0
355,342,55,2,55,0.0,0.0,0.0,0
356,342,56,2,56,0.0,0.0,0.0,0
357,342,57,2,57,0.0,0.0,0.0,0
358,342,58,2,58,0.0,0.0,0.0,0
359,342,59,2,59,0.0,0.0,0.0,0
360,342,60,2,60,0.0,0.0,0.0,0
361,342,61,3,61,0.0,0.0,0.0,0
362,342,62,3,62,0.0,0.0,0.0,0
363,342,63,3,63,0.0,0.0,0.0,0
364,342,64,3,64,0.0,0.0,0.0,0
365,342,65,3,65,0.0,0.0,0.0,0
366,342,66,3,66,0.0,0.0,0.0,0
367,342,67,3,67,0.0,0.0,0.0,0
368,342,68,3,68,0.0,0.0,0.0,0
369,342,69,3,69,0.0,0.0,0.0,0
370,342,70,3,70,0.0,0.0,0.0,0
371,342,71,3,71,0.0,0.0,0.0,0
372,342,72,3,72,0.0,0.0,0.0,0
373,342,73,3,73,0.0,0.0,0.0,0
374,342,74,3,74,0.0,0.0,0.0,0
375,342,75,3,75,0.0,0.0,0.0,0
376,342,76,3,76,0.0,0.0,0.0,0
377,342,77,3,77,0.0,0.0,0.0,0
378,342,78,3,78,0.0,0.0,0.0,0
379,342,79,3,79,0.0,0.0,0.0,0
380,342,80,3,80,0.0,0.0,0.0,0
381,342,81,3,81,0.0,0.0,0.0,0
382,342,82,3,82,0.0,0.0,0.0,0
383,342,83,3,83,0.0,0.0,0.0,0
384,342,84,3,84,0.0,0.0,0.0,0
385,342,85,3,85,0.0,0.0,0.0,0
386,342,86,3,86,0.0,0.0,0.0,0
387,342,87,3,87,0.0,0.0,0.0,0
388,342,88,3,88,0.0,0.0,0.0,0
389,342,89,3,89,0.0,0.0,0.0,0
390,342,90,3,90,0.0,0.0,0.0,0
391,342,91,3,91,0.0,0.0,0.0,0
392,342,92,4,92,0.0,0.0,0.0,0
393,342,93,4,93,0.0,0.0,0.0,0
394,342,94,4,94,0.0,0.0,0.0,0
395,342,95,4,95,0.0,0.0,0.0,0
396,342,96,4,96,0.0,0.0,0.0,0
397,342,97,4,97,0.0,0.0,0.0,0
398,342,98,4,98,0.0,0.0,0.0,0
399,342,99,4,99,0.0,0.0,0.0,0
400,342,100,4,100,0.0,0.0,0.0,0
401,342,101,4,101,0.0,0.0,0.0,0
402,342,102,4,102,0.0,0.0,0.0,0
403,342,103,4,103,0.0,0.0,0.0,0
404,342,104,4,104,0.0,0.0,0.0,0
405,342,105,4,105,0.0,0.0,0.0,0
406,342,106,4,106,0.0,0.0,0.0,0
407,342,107,4,107,0.0,0.0,0.0,0
408,342,108,4,108,0.0,0.0,0.0,0
409,342,109,4,109,0.0,0.0,0.0,0
410,342,110,4,110,0.0,0.0,0.0,0
411,342,111,4,111,0.0,0.0,0.0,0
412,342,112,4,112,0.0,0.0,0.0,0
413,342,113,4,113,0.0,0.0,0.0,0
414,342,114,4,114,0.0,0.0,0.0,0
415,342,115,4,115,0.0,0.0,0.0,0
416,342,116,4,116,0.0,0.0,0.0,0
417,342,117,4,117,0.0,0.0,0.0,0
418,342,118,4,118,0.0,0.0,0.0,0
419,342,119,4,119,0.0,0.0,0.0,0
420,342,120,4,120,0.0,0.0,0.0,0
421,342,121,4,121,0.0,0.0,0.0,0
422,342,122,5,122,0.0,0.0,0.0,0
423,342,123,5,123,0.0,0.0,0.0,0
424,342,124,5,124,0.0,0.0,0.0,0
425,342,125,5,125,0.0,0.0,0.0,0
426,342,126,5,126,0.0,0.0,0.0,0
427,342,127,5,127,0.0,0.0,0.0,0
428,342,128,5,128,0.0,0.0,0.0,0
429,342,129,5,129,0.0,0.0,0.0,0
430,342,130,5,130,0.0,0.0,0.0,0
431,342,131,5,131,0.0,0.0,0.0,0
432,342,132,5,132,0.0,0.0,0.0,0
433,342,133,5,133,0.0,0.0,0.0,0
434,342,134,5,134,0.0,0.0,0.0,0
435,342,135,5,135,0.0,0.0,0.0,0
436,342,136,5,136,0.0,0.0,0.0,0
437,342,137,5,137,0.0,0.0,0.0,0
438,342,138,5,138,0.0,0.0,0.0,0
439,342,139,5,139,0.0,0.0,0.0,0
440,342,140,5,140,0.0,0.0,0.0,0
441,342,141,5,141,0.0,0.0,0.0,0
442,342,142,5,142,0.0,0.0,0.0,0
443,342,143,5,143,0.0,0.0,0.0,0
444,342,144,5,144,0.0,0.0,0.0,0
445,342,145,5,145,0.0,0.0,0.0,0
446,342,146,5,146,0.0,0.0,0.0,0
447,342,147,5,147,0.0,0.0,0.0,0
448,342,148,5,148,0.0,0.0,0.0,0
449,342,149,5,149,0.0,0.0,0.0,0
450,342,150,5,150,0.0,0.0,0.0,0
451,342,151,5,151,0.0,0.0,0.0,0
452,342,152,5,152,0.0,0.0,0.0,0
453,343,2,1,2,0.0,0.0,12825000.0,0
454,343,3,1,3,0.0,0.0,12825000.0,0
455,343,4,1,4,0.0,0.0,12825000.0,0
456,343,5,1,5,0.0,0.0,12825000.0,0
457,343,6,1,6,0.0,0.0,12825000.0,0
458,343,7,1,7,0.0,0.0,12825000.0,0
459,343,8,1,8,0.0,0.0,12825000.0,0
460,343,9,1,9,0.0,0.0,12825000.0,0
461,343,10,1,10,0.0,0.0,12825000.0,0
462,343,11,1,11,0.0,0.0,12825000.0,0
463,343,12,1,12,0.0,0.0,12825000.0,0
464,343,13,1,13,0.0,0.0,12825000.0,0
465,343,14,1,14,0.0,0.0,12825000.0,0
466,343,15,1,15,0.0,0.0,12825000.0,0
467,343,16,1,16,0.0,0.0,12825000.0,0
468,343,17,1,17,0.0,0.0,12825000.0,0
469,343,18,1,18,0.0,0.0,12825000.0,0
470,343,19,1,19,0.0,0.0,12825000.0,0
471,343,20,1,20,0.0,0.0,12825000.0,0
472,343,21,1,21,0.0,0.0,12825000.0,0
473,343,22,1,22,0.0,0.0,12825000.0,0
474,343,23,1,23,0.0,0.0,12825000.0,0
475,343,24,1,24,0.0,0.0,12825000.0,0
476,343,25,1,25,0.0,0.0,12825000.0,0
477,343,26,1,26,0.0,0.0,12825000.0,0
478,343,27,1,27,0.0,0.0,12825000.0,0
479,343,28,1,28,0.0,0.0,12825000.0,0
480,343,29,1,29,0.0,0.0,12825000.0,0
481,343,30,1,30,2535000.0,0.0,12825000.0,0
482,343,31,1,31,2535000.0,0.0,12825000.0,0
483,343,32,2,32,2535000.0,0.0,12825000.0,0
484,343,33,2,33,2535000.0,0.0,12825000.0,0
485,343,34,2,34,2535000.0,0.0,12825000.0,0
486,343,35,2,35,2535000.0,0.0,12825000.0,0
487,343,36,2,36,2535000.0,0.0,12825000.0,0
488,343,37,2,37,2535000.0,0.0,12825000.0,0
489,343,38,2,38,2535000.0,0.0,12825000.0,0
490,343,39,2,39,2535000.0,0.0,12825000.0,0
491,343,40,2,40,2535000.0,0.0,12825000.0,0
492,343,41,2,41,2535000.0,0.0,12825000.0,0
493,343,42,2,42,2535000.0,0.0,12825000.0,0
494,343,43,2,43,2535000.0,0.0,12825000.0,0
495,343,44,2,44,2535000.0,0.0,12825000.0,0
496,343,45,2,45,2535000.0,0.0,12825000.0,0
497,343,46,2,46,2535000.0,0.0,12825000.0,0
498,343,47,2,47,2535000.0,0.0,12825000.0,0
499,343,48,2,48,2535000.0,0.0,12825000.0,0
500,343,49,2,49,2535000.0,0.0,12825000.0,0
501,343,50,2,50,2535000.0,0.0,12825000.0,0
502,343,51,2,51,2535000.0,0.0,12825000.0,0
503,343,52,2,52,2535000.0,0.0,12825000.0,0
504,343,53,2,53,2535000.0,0.0,12825000.0,0
505,343,54,2,54,2535000.0,0.0,12825000.0,0
506,343,55,2,55,2535000.0,0.0,12825000.0,0
507,343,56,2,56,2535000.0,0.0,12825000.0,0
508,343,57,2,57,2535000.0,0.0,12825000.0,0
509,343,58,2,58,4260000.0,0.0,12825000.0,0
510,343,59,2,59,4260000.0,0.0,12825000.0,0
511,343,60,3,60,4260000.0,0.0,12825000.0,0
512,343,61,3,61,4260000.0,0.0,12825000.0,0
513,343,62,3,62,4260000.0,0.0,12825000.0,0
514,343,63,3,63,4260000.0,0.0,12825000.0,0
515,343,64,3,64,4260000.0,0.0,12825000.0,0
516,343,65,3,65,4260000.0,0.0,12825000.0,0
517,343,66,3,66,4260000.0,0.0,12825000.0,0
518,343,67,3,67,4260000.0,0.0,12825000.0,0
519,343,68,3,68,4260000.0,0.0,12825000.0,0
520,343,69,3,69,4260000.0,0.0,12825000.0,0
521,343,70,3,70,4260000.0,0.0,12825000.0,0
522,343,71,3,71,4260000.0,0.0,12825000.0,0
523,343,72,3,72,4260000.0,0.0,12825000.0,0
524,343,73,3,73,4260000.0,0.0,12825000.0,0
525,343,74,3,74,4260000.0,0.0,12825000.0,0
526,343,75,3,75,4260000.0,0.0,12825000.0,0
527,343,76,3,76,4260000.0,0.0,12825000.0,0
528,343,77,3,77,4260000.0,0.0,12825000.0,0
529,343,78,3,78,4260000.0,0.0,12825000.0,0
530,343,79,3,79,4260000.0,0.0,12825000.0,0
531,343,80,3,80,4260000.0,0.0,12825000.0,0
532,343,81,3,81,4260000.0,0.0,12825000.0,0
533,343,82,3,82,4260000.0,0.0,12825000.0,0
534,343,83,3,83,4260000.0,0.0,12825000.0,0
535,343,84,3,84,4260000.0,0.0,12825000.0,0
536,343,85,3,85,4260000.0,0.0,12825000.0,0
537,343,86,3,86,4260000.0,0.0,12825000.0,0
538,343,87,3,87,4260000.0,0.0,12825000.0,0
539,343,88,3,88,4260000.0,0.0,12825000.0,0
540,343,89,3,89,16180000.0,0.0,12825000.0,0
541,343,90,3,90,16180000.0,0.0,12825000.0,0
542,343,91,4,91,16180000.0,0.0,12825000.0,0
543,343,92,4,92,16180000.0,0.0,12825000.0,0
544,343,93,4,93,16180000.0,0.0,12825000.0,0
545,343,94,4,94,16180000.0,0.0,12825000.0,0
546,343,95,4,95,16180000.0,0.0,12825000.0,0
547,343,96,4,96,16180000.0,0.0,12825000.0,0
548,343,97,4,97,16180000.0,0.0,12825000.0,0
549,343,98,4,98,16180000.0,0.0,12825000.0,0
550,343,99,4,99,16180000.0,0.0,12825000.0,0
551,343,100,4,100,16180000.0,0.0,12825000.0,0
552,343,101,4,101,16180000.0,0.0,12825000.0,0
553,343,102,4,102,16180000.0,0.0,12825000.0,0
554,343,103,4,103,16180000.0,0.0,12825000.0,0
555,343,104,4,104,16180000.0,0.0,12825000.0,0
556,343,105,4,105,16180000.0,0.0,12825000.0,0
557,343,106,4,106,16180000.0,0.0,12825000.0,0
558,343,107,4,107,16180000.0,0.0,12825000.0,0
559,343,108,4,108,16180000.0,0.0,12825000.0,0
560,343,109,4,109,16180000.0,0.0,12825000.0,0
